ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
1285,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,2073600,4,Windows 10,1.8,Intel Core i7,Intel HD Graphics, SSD,128,ideal price
1286,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
1287,Lenovo,IdeaPad 100S-14IBR,Notebook,14,1049088,2,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
1288,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1049088,6,Windows 10,2.19,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1289,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1290,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,2073600,8,Windows 10,1.2,Intel Core M,Intel HD Graphics, SSD,512,ideal price
1291,Dell,Inspiron 3567,Notebook,15.6,1049088,6,Windows 10,2.3,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1292,Acer,Aspire ES1-531,Notebook,15.6,1049088,4,Linux,2.4,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1293,Dell,Inspiron 3552,Notebook,15.6,1049088,2,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1294,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,2073600,8,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1295,HP,Pavilion 15-AW003nv,Notebook,15.6,2073600,6,Windows 10,2.04,AMD A-Series,AMD Radeon Graphics, Hybrid,1000,ideal price
1296,Dell,Inspiron 3567,Notebook,15.6,1049088,8,Linux,2.3,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1297,HP,Stream 11-Y000na,Netbook,11.6,1049088,2,Windows 10,1.17,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
1298,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,500,ideal price
1299,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,2073600,4,Windows 10,1.8,Intel Core i7,Intel HD Graphics, SSD,128,ideal price
1300,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
1301,Lenovo,IdeaPad 100S-14IBR,Notebook,14,1049088,2,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
1302,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1049088,6,Windows 10,2.19,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1303,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
